user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,user_segment,recommended_action
107257,52,Male,Australia,Android,2.0,8,3.09,39.11,22,4,2,22,0,0,13,Basic,5,1,4,5.0,0.73,63.76,1027,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107258,48,Male,India,Android,1.1,7,8.03,57.68,15,3,5,16,2,0,29,Free,9,3,2,4.0,0.33,75.09,841,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107259,45,Female,India,Android,2.1,11,24.17,73.5,16,4,5,16,1,0,35,Free,7,0,3,4.0,0.14,87.84,593,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107260,56,Female,Australia,Android,1.1,5,10.98,36.19,11,7,7,5,1,0,33,Free,8,3,3,5.0,0.33,47.97,1172,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107261,18,Male,Singapore,iOS,1.0,5,17.3,60.58,14,7,3,10,0,0,39,Free,5,2,3,,0.52,48.51,1174,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107262,42,Female,India,Android,1.2,11,8.11,81.39,13,9,4,14,1,1,32,Free,6,5,2,5.0,0.26,46.84,137,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107263,55,Female,India,Android,2.1,9,15.53,26.02,15,6,9,23,0,0,19,Free,2,5,1,4.0,0.78,60.32,659,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107264,37,Female,UK,Android,1.1,10,17.85,61.44,11,3,4,4,0,0,38,Free,6,3,3,3.0,0.36,71.19,318,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107265,20,Female,India,Web,2.0,11,20.3,72.39,11,6,6,5,2,1,27,Free,8,1,4,5.0,0.98,70.76,937,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107266,19,Other,India,iOS,1.1,10,4.69,68.87,8,4,6,3,0,0,21,Free,0,1,2,1.0,0.8,83.82,130,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107267,35,Female,Germany,Android,1.0,9,13.54,27.92,14,4,5,3,1,0,22,Free,10,4,4,3.0,0.66,75.93,1158,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107268,27,Male,India,Web,2.1,5,2.68,54.8,17,7,3,10,0,0,36,Basic,4,5,4,4.0,0.85,86.61,574,Email Campaign,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107269,22,Male,India,Android,1.2,7,3.37,55.69,15,9,8,9,0,0,24,Basic,5,0,3,5.0,0.61,62.25,11,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107270,26,Male,USA,iOS,2.0,5,30.92,67.78,8,5,5,17,0,0,5,Free,4,2,4,5.0,0.73,44.82,800,Referral,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107271,19,Male,Australia,Android,1.0,6,10.06,44.05,18,1,6,17,0,0,8,Premium,4,2,0,3.0,0.7,66.37,731,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107272,51,Male,USA,iOS,1.1,7,6.3,57.4,6,6,5,3,0,1,18,Free,5,5,4,2.0,0.36,62.6,915,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107273,55,Male,India,iOS,1.1,13,12.05,67.6,15,5,7,11,0,0,14,Basic,5,2,2,4.0,0.72,79.27,931,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107274,48,Female,India,iOS,2.0,9,7.05,43.12,16,9,6,22,1,1,8,Basic,7,3,1,2.0,0.34,76.84,272,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107275,27,Male,India,iOS,1.2,10,24.96,15.45,18,4,4,12,0,0,25,Basic,5,4,0,3.0,0.75,94.97,393,Email Campaign,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107276,29,Male,India,iOS,2.0,7,20.22,43.46,15,4,3,8,0,0,14,Premium,6,5,2,4.0,0.32,49.18,1185,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107277,53,Male,India,Android,2.0,9,6.53,10.57,11,3,2,23,0,0,4,Premium,9,2,2,3.0,0.75,75.87,211,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107278,38,Male,India,Android,1.2,8,19.28,31.35,9,5,3,21,0,0,9,Free,1,7,0,3.0,0.12,50.39,352,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107279,23,Male,UK,Android,1.2,7,24.55,58.78,13,5,7,22,1,0,7,Free,10,4,5,,0.4,61.56,785,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107280,20,Male,USA,Android,2.0,8,12.19,61.93,11,2,4,16,0,0,23,Free,9,4,3,3.0,0.79,86.77,988,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107281,27,Female,India,iOS,1.1,7,11.56,62.18,16,4,5,10,0,0,34,Free,3,3,6,3.0,0.96,62.39,798,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107282,22,Male,India,Web,1.0,5,13.48,55.08,9,4,5,18,0,0,8,Free,9,4,3,3.0,0.28,89.21,671,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107283,43,Female,USA,Android,2.0,8,1.12,48.94,13,9,4,21,1,0,0,Basic,4,4,3,5.0,0.16,46.83,930,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107284,38,Female,Canada,iOS,1.1,6,13.06,46.83,14,8,5,16,0,0,27,Free,5,7,3,4.0,0.94,74.02,942,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107285,43,Male,Canada,iOS,2.1,6,14.48,24.27,16,4,5,4,0,1,23,Free,6,2,1,,0.97,66.09,1101,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107286,55,Male,Singapore,iOS,2.1,6,12.7,54.57,14,7,6,21,0,0,8,Premium,8,3,1,,0.27,66.32,633,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107287,43,Male,USA,iOS,1.1,13,8.04,14.87,6,5,3,14,1,1,25,Free,3,2,5,1.0,0.82,66.82,330,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107288,25,Female,UK,iOS,2.1,6,6.06,76.13,10,3,5,4,2,0,21,Free,5,3,4,3.0,0.55,84.11,907,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107289,22,Other,India,Web,2.1,10,14.74,9.25,10,6,6,24,0,2,39,Free,8,4,3,4.0,0.66,100.0,869,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107290,32,Male,Canada,Web,1.0,10,9.63,21.4,12,0,4,10,0,1,37,Free,5,5,2,4.0,0.88,65.94,1091,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107291,33,Male,USA,iOS,1.2,6,9.6,45.3,6,2,3,22,1,0,6,Free,2,2,2,3.0,0.03,82.6,851,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107292,18,Male,USA,Android,1.0,10,3.3,57.55,12,7,2,9,3,0,13,Free,4,7,2,2.0,0.59,64.87,13,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107293,33,Male,India,iOS,2.1,7,24.66,70.72,12,4,5,14,0,0,30,Free,6,2,4,3.0,0.02,59.8,1078,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107294,54,Female,India,Web,1.0,9,11.49,59.79,14,5,6,21,0,0,0,Free,6,1,3,1.0,0.54,46.89,9,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107295,20,Other,India,Web,1.0,8,12.74,50.65,9,2,2,16,1,1,19,Basic,8,0,3,5.0,0.9,70.21,895,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107296,48,Female,Germany,Android,1.2,7,1.84,34.53,11,2,3,11,1,1,38,Premium,5,1,0,4.0,0.26,50.87,229,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107297,30,Female,India,iOS,1.2,9,2.62,39.16,21,6,3,22,1,0,13,Basic,7,2,0,3.0,0.76,41.95,492,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107298,33,Male,India,Android,1.0,8,0.88,86.27,15,3,7,19,1,1,7,Free,4,5,3,3.0,0.41,73.61,265,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107299,38,Male,India,Android,2.0,7,11.32,49.33,17,3,3,13,0,0,5,Free,4,4,2,5.0,0.9,89.86,164,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107300,19,Female,Singapore,Android,2.1,13,15.18,44.58,13,5,4,10,0,0,42,Free,1,3,3,5.0,0.8,64.24,354,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107301,44,Female,India,Web,2.0,6,10.48,49.18,11,2,2,4,1,0,16,Free,8,4,1,3.0,0.07,59.36,937,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107302,55,Female,India,Android,1.0,0,18.03,59.79,10,7,2,13,1,0,43,Free,5,2,0,5.0,0.93,70.9,786,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107303,43,Male,India,Android,1.0,8,15.32,31.74,10,5,4,11,1,0,1,Free,10,3,3,1.0,0.93,50.82,475,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107304,55,Female,USA,Android,1.0,8,20.12,72.54,10,5,4,11,0,0,26,Basic,3,3,0,2.0,0.18,64.27,413,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107305,42,Female,Canada,iOS,1.0,10,30.16,39.32,14,4,2,20,1,0,11,Premium,6,3,2,5.0,0.69,64.96,679,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107306,28,Male,India,Android,1.0,5,24.31,37.1,9,4,5,13,0,0,25,Free,0,3,1,4.0,0.45,65.17,135,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107307,25,Female,India,iOS,1.1,5,4.07,37.56,10,3,6,8,0,1,32,Basic,4,5,1,5.0,0.91,64.47,42,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107308,25,Male,India,Android,1.1,10,32.71,75.86,14,3,1,13,2,0,3,Free,6,6,3,,0.76,67.11,936,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107309,50,Female,Germany,Android,1.2,12,8.69,77.65,11,7,4,9,1,0,26,Free,6,2,2,4.0,0.03,69.82,195,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107310,24,Female,Germany,iOS,2.0,13,9.78,51.59,20,7,2,13,0,0,31,Free,9,5,2,,0.44,85.17,333,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107311,55,Female,USA,Android,2.0,15,8.94,43.04,19,8,6,4,0,0,32,Free,5,4,4,,0.02,82.46,28,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107312,38,Male,Germany,Android,1.1,12,12.35,86.52,13,4,7,19,1,0,33,Free,2,4,2,3.0,0.51,92.73,508,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107313,25,Female,Singapore,Android,1.2,6,2.07,44.83,10,7,6,9,1,0,2,Free,3,4,5,3.0,0.09,67.72,446,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107314,38,Male,USA,iOS,1.1,5,9.26,26.82,8,4,3,20,0,0,18,Free,6,5,2,4.0,0.46,47.99,37,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107315,37,Male,India,Android,2.1,11,25.92,37.82,8,2,3,4,0,0,25,Basic,7,2,0,2.0,0.24,46.38,312,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107316,25,Male,India,Android,1.2,5,10.49,5.0,14,1,6,16,1,1,44,Premium,3,2,1,4.0,0.99,60.64,491,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107317,48,Female,USA,Android,1.0,7,26.11,48.05,10,7,1,15,0,0,8,Free,1,3,2,5.0,0.03,74.03,360,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107318,46,Male,India,iOS,2.1,8,11.31,34.9,14,6,6,18,0,0,13,Basic,5,3,2,4.0,0.14,71.95,925,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107319,26,Female,USA,Android,1.0,10,20.27,58.55,17,3,2,8,0,0,29,Free,8,4,1,4.0,1.0,65.05,746,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107320,32,Male,India,iOS,2.0,5,5.14,20.27,11,6,5,18,0,0,1,Free,5,1,3,,0.91,71.59,884,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107321,47,Male,Singapore,Android,1.2,10,2.33,52.97,12,2,3,18,0,0,44,Premium,8,0,4,4.0,0.91,74.86,139,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107322,43,Female,India,Android,2.0,8,25.87,48.88,10,4,2,17,0,0,12,Basic,6,4,2,4.0,0.33,59.3,1076,Referral,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107323,27,Male,Germany,iOS,2.1,7,7.07,35.33,12,4,5,19,1,0,14,Free,2,2,1,5.0,0.61,70.47,1073,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107324,46,Male,Australia,iOS,1.1,9,17.73,86.78,12,4,1,20,0,0,22,Free,2,2,3,4.0,0.84,49.15,1169,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107325,33,Male,Australia,iOS,2.0,4,7.76,54.73,21,4,5,12,0,0,11,Free,7,3,3,,0.27,62.27,609,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107326,53,Male,Germany,iOS,1.1,5,13.99,44.06,13,7,2,8,0,0,34,Basic,7,4,0,1.0,0.06,56.95,635,Facebook Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107327,37,Female,Canada,Android,1.2,9,5.97,45.78,15,6,6,15,0,0,44,Basic,7,4,1,1.0,0.02,82.51,223,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107328,54,Female,India,Android,1.1,6,9.36,30.24,13,5,2,18,1,0,5,Premium,6,3,4,5.0,0.71,65.52,987,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107329,39,Female,India,Android,1.0,9,4.0,60.47,9,3,4,11,0,0,32,Free,6,6,2,4.0,0.85,72.31,28,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107330,24,Female,USA,Android,1.1,6,6.75,38.32,15,4,1,18,1,0,5,Free,9,3,1,3.0,0.37,91.62,249,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107331,40,Female,India,Android,2.0,3,32.98,34.51,15,2,5,9,0,0,30,Premium,8,3,3,,0.99,75.05,511,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107332,58,Male,Germany,iOS,1.2,10,8.3,21.1,11,1,3,14,1,0,11,Premium,6,3,1,4.0,0.12,71.07,527,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107333,57,Female,Australia,Android,1.2,8,1.76,52.81,11,5,4,13,0,0,28,Free,4,7,0,3.0,0.28,100.0,236,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107334,46,Female,Australia,iOS,1.2,5,36.24,30.93,11,3,4,8,0,0,37,Basic,8,3,7,4.0,0.46,52.56,296,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107335,33,Male,India,iOS,2.1,6,27.78,31.95,7,5,0,4,1,0,7,Free,6,1,2,3.0,0.08,43.11,340,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107336,55,Male,India,iOS,2.0,10,3.88,23.81,11,7,3,4,0,0,36,Premium,8,3,0,4.0,0.51,71.55,1056,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107337,45,Female,UK,Android,2.0,7,6.28,27.89,15,6,1,16,1,0,36,Free,6,2,3,2.0,0.73,77.0,499,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107338,55,Male,UK,Android,2.0,3,19.76,61.66,10,3,6,24,0,1,26,Free,10,2,2,4.0,0.23,58.31,1037,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107339,48,Female,Australia,iOS,1.2,10,9.84,51.55,14,3,4,21,0,1,41,Free,3,3,3,3.0,0.69,60.8,96,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107340,31,Female,USA,Android,1.2,13,21.91,46.66,12,4,6,18,2,1,20,Basic,9,4,2,3.0,0.5,80.3,98,Google Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107341,50,Other,India,Android,2.1,9,3.11,8.07,13,6,4,8,0,0,18,Free,6,2,3,4.0,0.43,93.55,275,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107342,26,Female,Australia,Web,1.1,7,12.38,51.97,13,5,4,23,0,0,28,Free,6,3,3,5.0,0.18,87.51,314,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107343,44,Female,UK,Android,1.0,6,5.82,32.21,10,0,5,8,0,0,19,Basic,8,4,4,4.0,0.24,62.98,946,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107344,41,Male,Singapore,iOS,1.0,9,24.66,19.73,15,5,4,15,0,2,42,Free,6,4,1,3.0,0.98,48.21,496,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107345,30,Male,India,Android,1.1,6,29.38,30.76,10,4,3,21,0,0,2,Basic,6,2,5,5.0,0.32,50.61,894,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107346,43,Female,USA,Android,1.2,7,32.19,49.93,12,6,9,5,0,2,12,Free,13,3,3,,0.84,39.86,367,Email Campaign,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107347,46,Male,UK,Android,1.1,7,31.51,66.03,15,4,4,4,1,1,15,Free,10,2,3,3.0,0.08,69.21,257,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107348,45,Female,Singapore,iOS,1.1,8,6.28,71.96,11,4,5,15,0,0,12,Free,7,7,6,3.0,0.99,82.25,1147,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107349,45,Male,Australia,iOS,2.1,6,20.41,25.27,11,6,0,4,1,0,21,Free,3,4,1,3.0,0.82,55.63,1141,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107350,25,Female,India,iOS,2.1,7,20.26,6.92,17,3,4,19,1,0,35,Free,3,1,1,2.0,0.18,51.13,829,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107351,40,Female,USA,iOS,1.2,12,21.93,62.66,13,7,3,17,0,0,21,Premium,11,4,5,4.0,0.99,68.51,524,Facebook Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107352,46,Male,India,Android,2.0,6,18.07,61.29,16,5,1,5,0,0,20,Free,3,4,1,4.0,0.74,62.9,566,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107353,22,Female,Germany,iOS,1.2,11,5.67,33.99,11,5,3,18,2,0,12,Free,5,5,1,5.0,0.55,40.75,1045,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107354,59,Male,USA,Web,2.1,9,10.11,63.58,11,1,4,18,0,1,35,Free,3,3,1,,0.39,68.61,260,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107355,24,Female,Germany,Android,2.1,8,20.54,32.69,12,4,1,11,1,0,40,Free,3,2,2,4.0,0.76,44.88,1031,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107356,59,Female,India,Android,1.2,3,24.77,69.08,10,9,3,9,0,0,4,Basic,4,4,1,3.0,0.73,45.51,283,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107357,53,Male,India,Android,1.1,4,11.59,19.96,12,5,3,22,0,1,3,Premium,8,3,4,4.0,0.81,49.75,694,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107358,58,Male,USA,iOS,2.1,5,13.05,18.24,10,3,2,11,2,2,39,Free,3,5,4,,0.98,88.39,610,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107359,44,Male,Singapore,Android,1.0,11,8.07,49.68,12,4,2,3,0,0,39,Basic,8,3,2,,0.88,70.06,842,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107360,19,Male,USA,iOS,2.0,8,20.48,39.97,16,2,3,3,0,0,19,Free,4,1,1,4.0,0.23,66.94,877,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107361,42,Male,India,Android,2.0,8,20.62,18.48,8,5,6,7,0,0,40,Free,8,3,0,4.0,0.23,57.05,897,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107362,26,Male,India,Android,1.0,10,42.03,48.47,15,9,2,17,0,0,4,Basic,2,1,2,4.0,0.26,60.21,447,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107363,44,Male,India,Android,2.1,9,6.21,27.82,17,4,2,11,0,0,9,Free,6,2,2,4.0,0.7,79.51,336,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107364,18,Male,India,iOS,1.0,6,18.69,30.75,9,8,2,20,0,0,28,Free,5,4,1,4.0,0.24,77.3,731,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107365,40,Other,India,Android,2.1,5,6.19,72.13,10,1,7,19,0,1,43,Basic,7,4,0,3.0,0.59,68.08,509,Email Campaign,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107366,27,Female,Canada,Android,1.2,9,27.37,14.68,6,5,1,3,0,0,27,Free,6,0,3,3.0,0.56,61.51,746,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107367,59,Male,Canada,Android,2.0,6,4.12,35.51,13,4,7,18,0,0,10,Free,6,3,3,5.0,0.9,55.88,161,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107368,42,Female,India,iOS,1.0,10,16.69,33.09,8,2,7,11,0,0,24,Free,5,2,1,5.0,0.91,39.69,257,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107369,20,Female,Australia,Android,1.2,8,9.32,52.27,13,3,2,17,1,0,16,Basic,7,4,1,,0.58,67.37,670,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107370,23,Male,India,iOS,2.1,7,16.14,16.8,9,5,6,4,0,0,35,Premium,2,2,2,4.0,0.47,43.71,463,Email Campaign,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107371,23,Female,Canada,Android,1.2,4,17.08,45.4,12,2,1,8,0,0,6,Free,7,4,4,3.0,0.53,55.15,1101,Email Campaign,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107372,19,Female,USA,Android,2.0,12,4.24,8.15,10,6,7,23,0,0,4,Free,3,1,2,4.0,0.98,84.65,1000,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107373,35,Female,Australia,Android,2.0,14,9.27,81.86,9,3,2,21,0,0,39,Free,10,2,3,3.0,0.7,67.79,413,Facebook Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107374,40,Female,Canada,Android,1.1,9,6.12,75.22,13,4,5,23,0,0,11,Premium,4,4,2,5.0,0.52,63.12,449,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107375,19,Female,India,Android,1.1,6,35.52,18.35,9,2,4,12,0,1,37,Premium,7,2,1,4.0,0.53,54.93,32,Organic,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107376,29,Male,India,Android,1.0,5,11.61,35.24,9,7,2,16,1,0,4,Free,2,3,1,3.0,0.25,52.73,978,Google Ads,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107377,39,Male,India,iOS,2.0,3,3.41,46.85,17,8,4,8,0,1,29,Free,4,3,3,5.0,0.22,56.89,821,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107378,54,Female,Australia,Web,2.1,5,5.79,38.17,17,3,3,15,1,0,3,Free,9,1,4,3.0,0.25,67.92,1169,Organic,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107379,37,Male,USA,iOS,2.0,7,17.34,32.99,8,1,4,8,1,0,38,Basic,7,1,1,5.0,0.82,47.36,943,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107380,56,Male,Singapore,iOS,1.2,7,11.08,58.32,11,4,2,16,0,0,29,Basic,6,2,2,3.0,0.83,48.35,366,Referral,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107381,41,Male,India,Android,2.0,10,13.25,85.36,10,4,4,10,0,0,35,Free,9,7,2,5.0,0.53,67.14,1084,Referral,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107382,37,Male,India,iOS,1.2,3,17.78,40.23,19,2,4,8,2,0,0,Premium,6,3,3,1.0,0.12,56.63,890,Email Campaign,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107383,18,Male,India,Android,2.1,7,12.79,41.37,10,3,3,15,0,0,9,Basic,7,2,3,4.0,0.38,68.67,897,Google Ads,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107384,18,Male,India,Android,2.0,9,23.62,57.26,14,6,3,13,0,0,41,Basic,6,1,3,3.0,0.96,60.08,719,Facebook Ads,1,Long-Session Users,"Premium recommendations, personalized content, upselling"
107385,34,Female,Australia,iOS,2.0,9,18.76,94.14,4,5,5,3,0,0,43,Basic,5,5,1,2.0,0.82,45.08,720,Google Ads,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
107386,18,Male,India,iOS,2.0,11,20.58,26.27,11,2,5,17,0,2,28,Free,9,2,5,3.0,0.85,72.53,1113,Email Campaign,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107387,47,Male,India,iOS,1.1,9,12.19,48.16,11,4,6,24,0,0,40,Basic,6,3,3,3.0,0.3,40.24,1086,Organic,2,Exploratory / Deep-Navigation Users,Personalized recommendations and content discovery
107388,58,Male,India,iOS,1.1,4,5.95,11.93,10,2,7,14,0,0,12,Free,5,3,3,4.0,0.25,53.82,1124,Referral,0,Socially Active Users,"Referral programs, social rewards, community engagement"
107389,20,Female,Canada,Android,2.1,10,6.89,53.32,19,2,2,6,0,0,34,Free,3,1,1,5.0,0.99,100.0,329,Organic,3,Low-Navigation Users,"Improve onboarding, simplify navigation, feature discovery campaigns"
