user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source
110622,20,Female,UK,iOS,2,12,10.18,27.61,11,4,4,19,1,0,11,Free,6,2,1,4,0.65,50.86,273,Google Ads
110623,27,Female,USA,Android,1,4,32.43,43.44,9,3,3,19,1,0,33,Free,2,1,1,3,0.08,69.15,195,Google Ads
110624,18,Male,Australia,Android,2.1,8,17.83,49.08,13,6,7,3,1,0,30,Free,5,1,1,4,0.2,83.02,549,Facebook Ads
110625,43,Female,India,Android,2.1,7,9.32,42.18,18,8,1,13,0,0,11,Free,9,2,1,2,0.33,48.92,27,Email Campaign
110626,29,Male,USA,iOS,2,5,7.09,26.68,16,2,5,24,0,1,33,Free,14,2,0,2,0.97,79.93,106,Organic
110627,31,Female,Canada,Android,2,6,9.44,31.65,11,5,2,3,2,1,2,Free,5,1,2,3,0.41,55.58,473,Referral
110628,42,Female,UK,Android,2.1,9,4.05,42.73,11,2,10,20,1,0,44,Free,6,2,4,2,0.82,47.68,938,Organic
110629,25,Male,India,Android,1.2,7,13.29,61.53,11,3,9,21,0,0,34,Free,4,4,3,5,0.27,41.41,351,Google Ads
110630,21,Male,USA,Android,1.1,8,5.62,84.39,12,6,2,14,0,1,37,Free,7,1,1,3,0.97,81.6,69,Organic
110631,45,Male,Canada,iOS,2.1,9,5.87,19.53,15,10,4,22,0,1,31,Basic,3,5,3,3,0.27,69,980,Organic
110632,24,Female,Australia,iOS,1.1,12,30.51,58.12,15,3,5,24,0,0,22,Free,0,6,3,3,0.26,51.05,336,Organic
110633,27,Female,Singapore,Android,2,9,26.27,42.23,10,4,2,18,0,0,44,Free,12,4,1,2,0.48,23.71,509,Referral
110634,53,Female,India,Android,1,7,17.32,5,18,2,2,14,0,0,30,Free,9,3,0,4,0.28,59.78,804,Organic
110635,19,Male,India,iOS,1,4,11.84,29.42,12,7,4,14,0,1,11,Free,5,0,2,5,0.71,56.76,280,Organic
110636,43,Male,USA,Android,2.1,12,5,31.07,13,7,3,19,0,2,37,Free,3,4,6,1,0.63,73.59,348,Google Ads
110637,31,Male,India,iOS,2,7,21.87,15.83,3,4,6,18,1,0,4,Free,4,5,2,,0.85,60.98,818,Google Ads
110638,33,Female,India,Android,2,8,7.37,67.48,11,3,5,19,1,0,25,Free,3,5,2,4,0.85,62.72,998,Organic
110639,59,Female,UK,iOS,1,10,12.33,58.03,16,6,6,24,0,0,32,Free,5,3,4,4,0.21,54.6,406,Google Ads
110640,34,Female,India,iOS,1.1,7,13.17,69.19,12,6,6,21,1,0,10,Premium,9,2,5,5,0.74,69.99,1006,Email Campaign
110641,39,Female,USA,Android,2,8,14.5,71,12,8,3,22,0,0,32,Basic,4,3,4,4,0.64,62.86,729,Organic
110642,21,Male,UK,Android,1,9,8.72,43.15,11,6,1,21,0,0,34,Basic,7,2,1,4,0.15,94.04,595,Email Campaign
110643,36,Female,UK,Android,1.2,11,14.01,5,13,3,4,6,1,0,38,Premium,7,4,2,1,0.63,79.6,425,Organic
110644,19,Male,Singapore,Android,1,12,5.5,35.27,15,1,5,17,0,1,44,Free,4,3,3,3,0.83,82.6,156,Email Campaign
110645,56,Female,India,Android,1.2,9,10.83,40.38,8,5,1,24,2,1,16,Free,10,5,2,3,0.14,62.07,661,Email Campaign
110646,26,Male,USA,Android,1.1,6,3.64,63.42,10,9,5,6,1,0,39,Free,8,1,0,3,0.24,69.72,839,Organic
110647,36,Female,Australia,Android,1.1,4,13.52,46.29,15,3,7,7,0,0,34,Free,3,5,3,5,0.85,37.41,1193,Facebook Ads
110648,33,Female,India,Android,1.2,5,20.92,18.46,12,2,5,8,0,1,25,Basic,7,3,1,4,0.65,63.19,425,Facebook Ads
110649,42,Female,Singapore,Android,2.1,5,5.93,65.5,12,6,4,16,0,0,40,Basic,8,2,2,5,0.87,20.4,434,Email Campaign
110650,35,Male,India,Android,1.2,8,24.87,27.47,11,5,2,21,1,0,16,Premium,9,3,4,3,0.87,69.85,450,Facebook Ads
110651,40,Female,UK,Android,1,6,12.12,22.52,16,3,2,10,0,0,36,Premium,9,4,3,3,0.18,80.66,557,Referral
110652,38,Female,India,Android,1.2,10,3.16,48.05,12,7,2,13,1,0,23,Premium,6,1,3,4,1,49.9,981,Organic
110653,28,Female,USA,iOS,2,8,14.57,49.25,12,2,3,15,0,0,7,Free,8,1,1,4,0.47,58.72,536,Facebook Ads
110654,56,Female,India,Android,1,10,5.58,51.54,8,7,6,20,0,1,35,Free,8,3,4,3,0.42,52.79,997,Referral
110655,58,Male,India,Android,2.1,7,16.8,32.21,12,3,0,6,2,0,0,Free,9,5,1,,0.67,53.38,65,Referral
110656,21,Male,India,Android,1,9,20.66,64.89,9,3,1,24,0,0,33,Free,5,2,4,4,0.45,61.03,1176,Google Ads
110657,42,Female,India,Android,1.1,11,5.14,24.76,6,2,3,15,0,0,29,Free,5,8,3,4,0.53,64.59,488,Facebook Ads
110658,49,Other,Australia,Android,2.1,19,16.01,66.07,17,8,5,6,0,0,41,Free,11,5,3,4,0.76,41.99,754,Organic
110659,47,Female,India,iOS,1,3,5.6,74.34,12,3,2,22,1,0,9,Free,10,2,1,5,0.46,49.45,514,Organic
110660,43,Male,India,Android,2,10,11.45,62.88,18,9,5,23,0,0,34,Free,9,4,2,4,0.67,92.16,233,Organic
110661,53,Female,Singapore,iOS,1.1,12,16.63,21.33,7,4,7,9,0,0,37,Free,7,3,3,5,0.02,47.18,239,Google Ads
110662,51,Male,USA,iOS,1.1,7,12.98,52.6,8,5,2,4,0,0,12,Basic,6,4,5,4,0.41,49.88,90,Google Ads
110663,26,Male,UK,iOS,2,12,5.57,32.72,10,3,4,23,0,0,43,Free,6,0,1,4,0.13,69.01,297,Google Ads
110664,29,Male,UK,Android,1.2,8,13.55,10.89,15,13,3,20,0,0,20,Free,5,3,1,2,0.33,70.21,391,Facebook Ads
110665,19,Female,Australia,iOS,1.2,8,9.85,29.48,12,7,4,5,0,0,38,Basic,2,3,1,2,0.12,80.48,347,Facebook Ads
110666,55,Female,Australia,Android,2.1,5,6.05,66.28,17,3,3,16,0,0,19,Free,3,1,1,3,0.38,48.61,250,Email Campaign
110667,22,Male,India,iOS,2.1,7,1.55,30.14,9,2,5,11,0,0,26,Premium,4,3,2,3,0.17,80.33,561,Organic
110668,22,Female,Australia,iOS,2.1,8,15.52,49.3,13,10,6,15,1,0,11,Free,6,7,4,2,0.79,41.37,531,Google Ads
110669,39,Female,India,Android,1.1,7,16.6,46.95,11,4,8,9,0,0,27,Free,8,6,2,5,0.35,67.95,27,Email Campaign
110670,22,Male,India,Android,1.1,3,16.95,56.87,18,6,4,9,0,0,12,Free,7,3,3,4,0.31,58.6,995,Google Ads
110671,21,Male,UK,Android,1.1,13,20.07,55.07,17,4,5,15,0,0,4,Free,6,1,1,4,0.32,35.54,282,Organic
110672,26,Male,India,Android,2,9,7.37,62.96,9,7,3,17,1,0,21,Free,11,1,4,3,0.94,75.72,787,Organic
110673,46,Male,India,Web,1.2,4,28.78,20.45,17,4,1,10,0,0,38,Free,9,5,5,5,0.28,68.08,84,Facebook Ads
110674,39,Female,USA,Android,1,6,18.41,55.38,6,7,3,18,0,0,3,Premium,5,3,7,4,0.47,56.07,187,Referral
110675,44,Male,India,Android,2.1,6,4.62,55.49,10,7,3,17,0,0,26,Premium,5,2,3,4,0.27,40.89,727,Google Ads
110676,27,Male,Canada,iOS,2.1,8,24.96,57.48,10,4,3,14,1,0,7,Free,9,4,2,,0.6,94.79,1188,Organic
110677,33,Male,UK,Android,1,8,18.85,41.18,11,7,4,19,0,0,38,Free,0,1,1,4,0.09,61.45,1069,Referral
110678,59,Female,Germany,Android,1,13,24.8,15.01,9,8,5,17,0,0,10,Free,2,7,1,5,0.95,72.14,202,Organic
110679,59,Male,India,Web,1,9,13.98,89.71,17,4,5,5,1,0,1,Free,11,4,0,4,0.33,58.64,1128,Google Ads
110680,27,Female,Germany,Android,1.1,9,12.08,32.22,9,8,2,4,1,2,20,Premium,5,2,2,,0.96,69.14,473,Organic
110681,23,Male,India,iOS,2,7,20.2,5,11,3,4,21,0,0,26,Free,2,2,1,3,0.48,64.85,855,Google Ads
110682,22,Female,Australia,iOS,1,8,6.07,57.51,16,5,3,23,0,0,30,Free,6,4,3,4,0.8,74.05,187,Organic
110683,23,Male,India,Android,1.2,5,15.2,62.59,8,4,3,14,1,0,11,Free,7,6,2,4,0.96,47.13,69,Organic
110684,42,Male,UK,iOS,1.2,8,19.52,12.97,11,7,1,17,0,0,7,Basic,8,2,1,4,0.48,31.3,1139,Referral
110685,21,Male,UK,Android,1.2,5,7.91,49.81,11,6,1,13,0,1,30,Premium,8,4,2,4,0.56,42.82,445,Organic
110686,57,Female,India,iOS,1.1,5,14.87,30.87,7,3,3,5,0,0,12,Basic,13,4,2,4,0.53,59.97,446,Facebook Ads
110687,49,Male,India,Android,2.1,8,25.79,25.98,13,6,4,19,0,0,9,Premium,4,3,2,,0.59,69.01,942,Organic
110688,52,Male,India,Android,2.1,16,0.42,48.07,13,7,8,14,0,0,27,Free,7,1,0,4,0.52,72.71,1194,Organic
110689,27,Male,USA,Android,1,14,3.62,33.4,6,4,5,7,0,0,12,Free,13,8,2,4,0.95,59.78,889,Google Ads
110690,51,Female,UK,Android,1.1,11,15.42,56.75,16,4,3,19,0,0,11,Basic,4,4,1,4,0.68,77.8,1070,Referral
110691,53,Male,India,iOS,2,7,9.93,73.59,11,6,2,16,0,0,11,Free,5,3,3,5,0.57,64.42,114,Facebook Ads
110692,23,Male,India,Android,1,8,10.81,74.01,20,4,6,8,0,0,33,Free,5,3,1,5,0.07,100,1087,Email Campaign
110693,33,Male,India,Android,2.1,12,21.54,65.49,7,3,3,21,3,0,20,Free,6,1,3,4,0.38,61.98,724,Referral
110694,36,Female,India,iOS,2.1,8,10.57,17.27,14,7,9,21,1,0,23,Premium,4,2,1,5,0.96,55.41,128,Organic
110695,51,Male,Canada,Android,1,5,17.16,7.99,8,5,2,12,1,0,23,Free,3,0,4,4,0.08,65.09,52,Organic
110696,42,Female,India,Android,1,8,19.99,48.95,10,6,5,6,0,0,18,Free,11,3,0,4,0.07,90.22,588,Organic
110697,48,Male,India,iOS,1.2,9,11.55,65.55,11,3,5,16,0,0,36,Free,2,5,1,4,0.12,58.85,304,Organic
110698,58,Male,UK,Android,2,6,20.25,34.94,11,2,4,9,0,1,41,Free,2,5,5,4,0.74,69.83,928,Google Ads
110699,34,Female,Australia,Android,1.2,5,3.04,43.99,15,3,4,20,0,0,33,Premium,8,0,5,,0.34,77.06,116,Referral
110700,47,Female,USA,Android,1,8,19.98,53.3,12,7,6,6,1,0,22,Basic,5,6,2,5,0.07,82.58,567,Google Ads
110701,56,Female,UK,Android,2,12,6.36,56.92,10,6,4,9,1,0,6,Free,6,1,1,,0.51,75.18,249,Email Campaign
110702,48,Female,USA,Android,1,7,1.48,66.66,9,5,2,9,0,1,13,Premium,2,3,1,3,0.48,72.2,747,Google Ads
110703,36,Male,Canada,iOS,1.1,5,10.53,5,9,7,4,19,0,0,26,Premium,3,5,4,5,0.72,68.18,950,Organic
110704,52,Female,Canada,iOS,1,13,35.83,88.18,11,8,3,8,1,0,19,Free,8,2,0,2,0.08,70.54,1061,Email Campaign
110705,46,Female,Canada,iOS,1.1,12,11.96,27.98,11,5,8,20,0,0,7,Premium,7,3,2,1,0.73,55.79,975,Google Ads
110706,18,Male,Canada,Android,1.2,15,23.4,44.86,11,8,3,23,1,1,37,Free,2,1,2,2,0.17,52.61,798,Google Ads
110707,21,Male,Canada,Web,1,7,11.5,52.39,9,2,1,13,0,0,42,Premium,10,2,1,1,0.77,50.44,483,Email Campaign
110708,45,Male,Canada,iOS,2,5,4.64,65.55,19,2,4,21,0,0,21,Basic,3,2,0,4,0.8,52.7,988,Google Ads
110709,35,Other,Australia,iOS,2,9,16.99,66.03,9,7,3,24,2,0,3,Free,6,4,2,3,0.77,67.95,706,Google Ads
110710,43,Female,USA,Android,2.1,10,9.96,48.26,9,9,4,3,0,0,18,Free,7,5,2,5,0.61,70.79,496,Organic
110711,57,Male,Germany,Android,2,8,8.49,47.68,17,4,4,14,1,0,39,Basic,6,4,4,4,0.11,42.89,1036,Referral
110712,36,Female,India,Android,2,7,9.72,38.03,7,1,2,21,0,0,41,Free,6,6,2,4,0.11,40.18,852,Organic
110713,23,Female,India,Android,1.1,7,10.19,29.76,16,6,2,22,0,1,36,Basic,3,3,2,1,0.26,55.87,801,Email Campaign
110714,18,Female,Germany,iOS,1.2,8,15.21,29.92,12,2,8,21,0,0,15,Free,4,10,1,,0.35,79.93,353,Organic
110715,25,Female,India,iOS,1.1,10,22.07,34.24,7,3,5,3,0,0,16,Free,4,2,1,5,0.91,55.14,611,Google Ads
110716,50,Female,Australia,iOS,1.2,8,29.8,58.68,16,4,4,12,0,0,0,Premium,5,1,0,3,0.25,49.82,532,Google Ads
110717,38,Female,USA,Android,1.1,6,5.61,6.32,13,6,3,18,2,0,33,Free,5,2,4,4,0.71,70.33,718,Organic
110718,41,Female,India,Web,1.2,9,16.14,5,20,3,5,6,0,0,29,Free,8,3,0,5,0.63,52.62,1107,Google Ads
110719,42,Female,India,iOS,1.1,13,43.93,72.24,10,6,2,3,0,0,33,Free,8,3,3,,0.02,64.77,66,Google Ads
110720,36,Male,UK,iOS,1.2,8,7.15,20.45,12,10,6,6,0,1,22,Free,6,2,1,4,0.22,57.89,1103,Referral
110721,46,Female,India,Android,1.1,11,7.14,51.01,14,6,6,8,0,0,22,Free,5,3,2,4,0.84,91.22,1199,Referral
110722,27,Female,USA,Web,2.1,8,33.86,47.76,8,6,3,22,0,0,22,Free,5,5,3,4,0.17,27.74,772,Facebook Ads
110723,29,Male,India,iOS,2.1,7,5.67,21.34,13,7,2,21,0,1,26,Free,2,4,1,1,0.02,83.8,920,Facebook Ads
110724,50,Female,UK,Android,2,6,3.25,44.86,13,5,4,6,0,0,14,Basic,3,3,1,4,0.32,42.63,109,Organic
110725,24,Male,USA,Android,1,10,11.01,50.37,6,7,5,24,2,1,16,Free,4,7,1,3,0.25,38.29,483,Google Ads
110726,34,Male,USA,iOS,1,8,4.35,64.49,13,4,2,14,1,1,31,Basic,5,1,1,5,0.33,71.67,88,Google Ads
110727,27,Female,USA,Android,1.1,3,7.43,44.92,11,7,2,13,0,0,18,Free,9,4,2,4,0.5,77.49,737,Facebook Ads
110728,48,Male,UK,iOS,2.1,10,7.65,39.91,14,4,5,14,0,0,19,Premium,6,2,2,4,0.53,74.15,901,Email Campaign
110729,23,Female,UK,Android,1,8,24.61,87.37,15,4,3,22,0,0,17,Basic,12,1,1,,0.03,53.15,1022,Organic
110730,34,Female,India,iOS,2.1,6,13.2,30.53,13,5,5,17,0,0,32,Premium,4,2,5,,0.47,86.46,654,Organic
110731,54,Male,USA,Android,1.1,3,10.8,45.45,11,3,5,23,0,0,4,Basic,10,7,2,4,0.64,58.86,1154,Google Ads
110732,35,Male,India,iOS,2.1,9,18.93,53.55,16,3,3,8,1,0,15,Free,1,3,1,5,0.07,77.14,699,Organic
110733,43,Male,USA,iOS,1.2,7,5.73,30.02,15,3,2,10,2,1,32,Premium,3,3,0,5,0.98,70.1,359,Referral
110734,33,Female,Canada,Android,2,5,4.55,33.86,6,3,7,10,1,0,42,Basic,4,2,3,1,0.93,61.99,483,Organic
110735,25,Male,India,Android,2,10,9.22,43.63,9,3,7,9,1,0,15,Basic,8,2,3,5,0.23,53.71,265,Email Campaign
110736,41,Male,India,Android,1.1,4,12.2,38.4,7,5,4,22,0,0,5,Premium,5,2,4,3,0.36,65.8,588,Organic
110737,30,Male,India,Android,2.1,8,22.61,54.61,12,7,2,21,1,0,36,Free,8,3,6,3,0.39,47.04,1061,Organic
110738,46,Female,USA,Android,2.1,6,5.4,38.5,13,3,4,18,0,0,21,Free,6,3,0,5,0.35,80.95,481,Email Campaign
110739,49,Female,Germany,Android,2,6,24.01,14.95,11,6,6,15,0,1,19,Free,3,4,0,3,0.09,52.21,153,Organic
110740,41,Male,India,Web,2,9,10.56,67.9,8,3,4,24,2,0,17,Free,4,3,4,4,0.44,65.25,206,Google Ads
110741,33,Female,India,Android,1.2,9,25.67,24.4,17,3,4,9,0,0,15,Free,6,1,2,4,0.31,82.58,602,Google Ads
110742,28,Male,India,Web,1.1,5,10.29,43.41,11,7,3,4,0,0,36,Free,1,4,5,5,0.09,43.67,1142,Referral
110743,49,Male,Canada,Web,1.1,9,23.87,38.87,11,3,5,6,0,0,41,Free,2,3,3,5,0.98,70.79,983,Google Ads
110744,23,Male,USA,Web,1.1,8,15.77,67.99,13,4,7,14,0,1,19,Premium,6,1,1,3,0.19,66.07,792,Google Ads
110745,52,Female,India,Android,1,12,6.85,38.7,17,5,4,12,0,0,31,Basic,7,4,3,,0.41,81.27,1051,Organic
110746,50,Female,India,Android,2,5,15.35,63.21,15,4,4,17,2,0,16,Basic,5,3,0,4,0.86,76.54,1107,Organic
110747,35,Female,Australia,iOS,1,6,11.44,28.27,9,5,1,3,0,0,0,Basic,8,4,4,,0.42,22,367,Facebook Ads
110748,54,Female,UK,Android,2.1,7,29.85,49.47,14,6,5,16,2,0,26,Basic,6,6,3,3,0.7,53.79,1107,Google Ads
110749,30,Female,Singapore,Android,1.1,10,7.02,55.38,15,6,5,22,0,1,22,Free,7,1,2,4,0.74,46.49,115,Facebook Ads
110750,27,Male,USA,Android,2.1,9,21.77,33.54,9,4,4,4,0,0,29,Free,3,6,5,5,0.93,53.76,1167,Organic
110751,54,Female,Singapore,iOS,2,9,10.55,49.49,17,10,3,19,0,0,14,Free,7,2,2,3,0.17,47.92,1098,Facebook Ads
110752,43,Male,UK,Android,2.1,5,0.98,36.42,14,6,2,17,0,0,7,Premium,7,6,2,3,0.97,100,721,Referral
110753,34,Male,India,Android,2,7,21.51,23.07,13,8,2,17,1,0,43,Premium,5,2,1,4,0.65,48.25,866,Google Ads
110754,18,Male,India,Web,1.1,10,9.32,19.18,16,9,3,17,0,0,28,Free,3,5,1,5,0.02,70.31,323,Organic
110755,42,Male,India,Web,2,7,28.98,59.5,12,3,7,22,1,1,2,Free,4,4,0,2,0.04,77.38,753,Email Campaign
110756,51,Female,India,Android,2.1,10,1.15,51.63,16,5,5,22,1,1,22,Free,7,2,2,3,0,67.02,1108,Organic
110757,56,Male,Australia,Web,1.1,4,28.27,47.78,8,5,6,5,0,0,1,Free,5,1,3,5,0.33,71.62,1037,Referral
110758,27,Male,USA,Android,1,3,10.06,33.55,9,3,4,6,2,0,6,Free,4,4,4,4,0.59,26.2,704,Organic
110759,37,Male,India,Web,1.2,11,6.72,95.48,16,10,5,11,1,1,1,Basic,6,5,3,3,0.65,55.32,274,Email Campaign
110760,24,Female,UK,Web,1.2,11,5.41,40.05,9,6,3,24,2,0,34,Free,8,4,1,3,0.72,62.79,977,Organic
110761,33,Female,Germany,iOS,1,5,4,43.94,14,3,2,10,2,0,38,Free,5,2,3,3,0.03,58.81,431,Email Campaign
110762,54,Male,India,Android,1,11,10.05,5,16,5,6,11,0,0,20,Free,5,3,4,4,0.93,65.61,759,Google Ads
110763,46,Female,Canada,Android,2.1,9,12.73,18.53,11,7,2,10,0,0,36,Basic,2,1,1,2,0.83,64.34,399,Referral
110764,29,Female,Australia,Android,1,9,3.71,57.16,8,3,3,19,0,1,0,Basic,5,2,1,4,0.09,42.75,650,Organic
110765,34,Female,UK,Android,2,7,14.37,30.33,7,1,3,6,0,0,14,Free,7,2,2,3,0.7,73.17,953,Referral
110766,37,Female,Germany,iOS,1.2,6,20.81,55.29,10,7,6,5,1,0,37,Free,14,3,1,4,0.1,42.74,581,Google Ads
110767,43,Male,Singapore,Android,1.2,7,11.55,64.77,13,5,4,3,1,0,41,Free,2,5,3,,0.56,75.61,1193,Organic
110768,36,Female,Canada,iOS,1.2,5,10.38,34.76,6,10,0,8,0,0,5,Free,4,2,2,5,0.85,80.88,199,Facebook Ads
110769,29,Female,India,iOS,2,2,40.95,16.63,8,1,4,20,0,0,13,Free,10,2,1,3,0.52,65.87,75,Google Ads
110770,38,Female,India,iOS,1.2,9,22.65,58.66,12,3,5,24,1,1,26,Premium,6,3,2,4,0.79,69.58,292,Facebook Ads
110771,59,Female,India,iOS,1.2,6,19.66,68.07,14,7,5,7,0,1,6,Free,8,1,2,3,0.39,71.11,651,Facebook Ads
110772,51,Female,India,iOS,1.2,5,7.52,56.35,13,6,3,16,0,0,38,Basic,6,3,2,3,0.04,78.21,670,Facebook Ads
110773,24,Female,India,Android,1.1,14,3.38,25.58,19,7,3,10,0,0,9,Free,14,1,0,2,0.72,74.66,1018,Referral
110774,52,Female,India,Android,1.2,12,22.41,73.78,8,2,7,19,3,0,21,Premium,8,2,1,3,0.94,58.09,25,Google Ads
110775,32,Male,India,Android,1.1,8,34.32,62.36,13,6,6,8,0,0,2,Premium,2,2,0,5,0.03,70.48,994,Organic
110776,18,Female,India,iOS,1.1,11,11.14,39.3,13,8,3,4,0,1,12,Free,7,2,5,4,0.73,58.34,854,Organic
110777,43,Male,Germany,Android,2.1,14,16.67,61.35,11,6,4,17,0,0,43,Free,8,4,2,5,0.81,60.28,295,Google Ads
110778,52,Female,Singapore,iOS,1.2,9,14.75,68.27,4,1,4,23,0,0,42,Free,5,3,2,3,0.93,67.47,764,Facebook Ads
110779,42,Male,Singapore,Web,2.1,6,9.44,60.32,19,1,3,12,1,0,27,Free,8,1,4,4,0.96,61.33,524,Referral
110780,59,Female,Australia,iOS,1,8,24.31,66.53,14,7,6,16,0,0,15,Premium,4,5,0,5,0.97,65.16,969,Referral
110781,32,Male,Canada,Android,2,9,33.3,73.61,13,3,2,8,0,0,41,Basic,9,4,4,3,0.72,100,1180,Facebook Ads
110782,39,Male,Germany,iOS,1.2,9,24.24,26.66,9,6,5,3,0,0,9,Free,5,6,4,3,0.47,53.32,1086,Google Ads
110783,23,Male,India,Android,2.1,10,16.83,58.05,9,8,4,24,0,0,38,Free,8,4,1,1,0.58,65,749,Organic
110784,32,Other,USA,iOS,2.1,10,5.03,49.16,13,7,1,23,0,1,22,Premium,7,3,2,3,0.77,45.5,862,Facebook Ads
110785,41,Female,USA,iOS,1,6,10.07,35.9,15,6,4,15,1,0,42,Free,3,6,0,4,0.15,76.79,549,Google Ads
110786,38,Male,USA,iOS,2.1,10,18.64,37.07,10,8,5,7,0,0,34,Free,3,3,2,4,0.92,41.07,1065,Email Campaign
110787,24,Male,India,Android,1,7,16.57,72.08,10,8,3,4,0,1,26,Free,5,2,0,1,0.33,59.46,280,Google Ads
110788,46,Male,Singapore,iOS,2.1,9,15.25,74.26,24,2,6,5,1,0,4,Free,7,2,1,3,0.99,80.17,463,Referral
110789,49,Male,India,Web,1,5,6.5,17.94,9,4,6,21,1,0,32,Basic,9,4,2,,0.33,76.09,50,Google Ads
110790,49,Female,India,Android,1,7,6.93,69.27,10,4,5,5,2,0,20,Free,10,1,2,4,0.03,62.22,685,Organic
110791,22,Male,Canada,Android,2.1,9,16.27,46.33,14,6,8,5,1,0,21,Free,4,2,2,5,0.93,49.91,205,Email Campaign
110792,21,Female,Germany,Android,1.2,4,15.03,67.54,18,5,6,20,0,0,21,Basic,6,1,0,5,0.18,42.02,243,Email Campaign
110793,39,Male,Singapore,iOS,2,5,12.61,27.88,15,3,7,24,0,0,2,Free,2,3,2,5,0.38,57.3,1066,Facebook Ads
110794,35,Female,Canada,Android,1,6,5.14,56.59,9,6,3,10,0,1,44,Free,10,1,3,4,0.58,60.26,996,Referral
110795,52,Male,India,iOS,1,6,15.26,43.51,15,7,3,23,2,0,32,Premium,8,2,1,4,0.46,67.72,519,Google Ads
110796,34,Female,Australia,Android,2.1,4,6.83,33.06,10,4,3,13,0,0,1,Free,4,4,2,4,0.36,74.62,1168,Facebook Ads
110797,41,Female,Canada,Android,2,8,9.04,61.96,14,3,5,22,1,0,8,Free,4,5,1,4,0.69,66.5,1041,Facebook Ads
110798,19,Male,India,iOS,1,9,26.57,69.91,15,0,6,23,0,2,4,Free,8,10,2,3,0.12,88.35,233,Organic
110799,30,Male,India,Android,1.2,8,6.6,65.57,17,8,4,17,0,0,34,Free,7,5,2,5,0.28,42.87,275,Organic
110800,32,Male,Australia,Android,2.1,7,1.35,72.27,5,2,7,4,0,0,4,Free,6,5,2,1,0.94,61.06,725,Organic
110801,22,Female,India,iOS,2.1,8,6.47,16.67,9,2,3,20,1,0,19,Free,2,4,1,4,0.48,79.56,659,Facebook Ads
110802,20,Male,India,Android,2,9,22.68,47.97,18,6,3,7,0,0,25,Premium,10,2,2,4,0.8,37.73,266,Referral
110803,54,Female,Singapore,iOS,1,7,19.56,24.08,13,7,2,5,0,1,35,Free,3,2,1,4,0.84,42.82,544,Email Campaign
110804,54,Female,Germany,iOS,1.1,11,2.98,21.97,8,8,3,17,1,0,19,Free,5,9,3,4,0.1,82.94,577,Organic
110805,54,Female,Canada,Android,1.2,9,9.96,11.96,5,3,2,5,1,1,38,Premium,7,2,2,2,0.1,60.98,863,Facebook Ads
110806,20,Female,India,Web,1,16,13.31,63.92,10,7,4,15,1,0,35,Free,7,2,1,4,0.25,62.97,662,Email Campaign
110807,52,Male,UK,Android,1.2,8,4.87,64.71,14,6,3,12,1,0,29,Basic,6,5,1,1,0.81,48.12,511,Email Campaign
110808,40,Female,UK,iOS,1,4,23,74.64,8,7,5,14,1,0,32,Premium,8,4,3,5,0.49,53.62,239,Organic
110809,45,Female,India,iOS,1.1,5,9.18,60.94,20,2,2,5,0,0,3,Basic,4,1,2,2,0.42,46.24,875,Google Ads
110810,47,Female,USA,Android,2,15,3.9,5,13,5,3,14,0,0,31,Basic,8,5,1,1,0.23,46.92,416,Organic
110811,35,Female,Singapore,Android,2,4,4.79,43.11,16,4,4,7,1,0,42,Free,4,4,1,4,0.41,48.1,844,Referral
110812,53,Female,India,Android,2,4,13.72,32.58,13,2,4,18,0,0,38,Free,4,0,1,4,0.11,82.62,573,Referral
110813,50,Female,USA,Android,1,5,13.64,28.53,12,6,5,20,1,0,20,Basic,2,3,5,4,0.2,76.18,357,Google Ads
110814,43,Female,USA,iOS,1,7,3,49.82,10,6,1,12,2,2,2,Free,11,1,3,5,0.71,49.63,678,Referral
110815,57,Female,Australia,Android,1.2,6,12.94,34.89,11,6,0,6,0,0,6,Basic,10,3,2,4,0.85,63.63,44,Organic
110816,34,Female,UK,Android,2,5,15.12,39.34,10,2,5,4,0,0,15,Basic,9,7,1,2,0.91,72.5,346,Organic
110817,57,Female,India,iOS,1.1,9,2.64,64.78,16,2,2,17,0,0,1,Basic,8,4,0,2,0.54,64.24,719,Organic
110818,24,Female,India,iOS,1,5,4.72,56.63,14,8,7,17,0,1,29,Free,3,4,1,5,0.62,54.28,1028,Organic
110819,25,Female,India,iOS,1,7,3.95,7.79,11,6,5,18,0,0,6,Premium,8,2,1,4,0.77,36.75,1135,Organic
110820,48,Male,Germany,iOS,1,10,22.51,29.08,9,3,2,19,0,0,26,Premium,10,3,1,5,0.97,54.88,298,Facebook Ads
110821,29,Female,UK,Android,1,9,40.45,50.22,15,5,3,7,0,0,40,Free,4,5,3,5,0.1,79.21,266,Organic
110822,48,Male,India,Android,1,5,9.14,62.78,11,10,2,5,0,0,12,Free,5,3,5,3,0.48,66.52,426,Email Campaign
110823,36,Male,India,Android,2,9,4.7,52.43,16,5,4,14,1,0,25,Free,4,2,1,5,0.51,49.09,1171,Organic
